"date","n","mnfear","mnjoy","mnsadness"
"2019-08-28",9977,0.064663311856059,0.4444874030595,0.156094032439843
"2019-08-29",9978,0.0637459533704217,0.463080589040369,0.148226517626009
"2019-08-30",9975,0.060152747712517,0.506338121309421,0.13725412384817
"2019-08-31",9976,0.060220025423631,0.479941887753052,0.151979435229614
"2019-09-01",9973,0.0644752583832274,0.468856041424046,0.154102191220175
"2019-09-02",9971,0.062677885015662,0.482806481899375,0.150444627318416
"2019-09-03",9983,0.0632232891432806,0.465760382246403,0.143659643460078
"2019-09-04",9979,0.0628073124688309,0.469062000001174,0.148696301711773
"2019-09-05",9980,0.0595627588595724,0.47998536820855,0.144148670379324
"2019-09-06",9987,0.059193277431553,0.482487828955341,0.147246492259791
"2019-09-07",9975,0.0573089447769921,0.49846911759156,0.140102184834729
"2019-09-08",9974,0.0598136507920434,0.466869344002066,0.146955709949754
"2019-09-09",9978,0.0603473009934232,0.491641842478109,0.145299317527249
"2019-09-10",9983,0.0629043302949213,0.478948884432812,0.153241264959793
"2019-09-11",9976,0.0617524781613634,0.469750101731537,0.145879587110891
"2019-09-12",9986,0.0629168360699675,0.486213367609934,0.144048639898831
"2019-09-13",9984,0.0561460134599627,0.517134823018223,0.136111943745537
"2019-09-14",9978,0.0560529825706069,0.499963928274219,0.142639390007709
"2019-09-15",9974,0.0609839938728044,0.485935908441243,0.150632887939689
"2019-09-16",9978,0.0610374034161473,0.487443194357794,0.147292069595113
"2019-09-17",9982,0.0610345545334951,0.495973587941151,0.14154972601577
"2019-09-18",9981,0.0592980579308655,0.489803485644863,0.146367280005331
"2019-09-19",9972,0.0584828762983535,0.486256775808586,0.146366576708967
"2019-09-20",9983,0.0603443535091225,0.52578464218078,0.132440532046596
"2019-09-21",9974,0.0568683231256571,0.498618429846015,0.144420232425359
"2019-09-22",9969,0.0569689750945825,0.477626835398284,0.154813023725671
"2019-09-23",9980,0.0607873793510125,0.471116348471765,0.165949163932604
"2019-09-24",9978,0.0637249099651304,0.436841509524106,0.154892366677713
"2019-09-25",9982,0.0592432727753133,0.471299265907248,0.140702368973272
"2019-09-26",9970,0.0604971298545556,0.472711846879859,0.147777576803184
"2019-09-27",9977,0.0666123874653441,0.491505988007299,0.144360177181202
"2019-09-28",9973,0.0573628045019812,0.494550392646798,0.144354534881523
"2019-09-29",9969,0.0618115880171879,0.47541136750571,0.147823054896706
"2019-09-30",9975,0.0598301455650752,0.489580872885852,0.141136828832828
"2019-10-01",9979,0.0596888623387883,0.491805143276131,0.145571307095873
"2019-10-02",9982,0.0598160234924157,0.482750070431692,0.148470524366732
"2019-10-03",9981,0.0600455686968549,0.508801684915627,0.143682102694602
"2019-10-04",9976,0.0589200323227264,0.506867279359589,0.144708728711955
"2019-10-05",9974,0.058988895993026,0.503732741858143,0.142524712877889
"2019-10-06",9970,0.0564141901411809,0.482576307775502,0.152395894574275
"2019-10-07",9972,0.0621694943260179,0.485844462659625,0.154447915591666
"2019-10-08",9974,0.0657752761624685,0.480899180974956,0.149708200135026
"2019-10-09",9974,0.0589080785991103,0.489046484995272,0.144958102347508
"2019-10-10",9984,0.0636628954078636,0.489940662108782,0.158404553817456
"2019-10-11",9981,0.060982980265059,0.504481147433709,0.140475997874645
"2019-10-12",9969,0.0587190305965666,0.509780844001899,0.15063153903121
"2019-10-13",9968,0.0591401845208412,0.482172709637119,0.151166187940244
"2019-10-14",9967,0.0614700240375952,0.48919034914396,0.15049797319167
"2019-10-15",9982,0.0619900205771475,0.490866580017592,0.141237376071258
"2019-10-16",9978,0.0595516447818633,0.491906307369608,0.142860821154218
"2019-10-17",9974,0.0647681610113886,0.471892923968944,0.147153353034023
"2019-10-18",9976,0.0588002521096235,0.495390486281911,0.143378759200778
"2019-10-19",9978,0.0575204864908498,0.485623864125237,0.147514599080958
"2019-10-20",9973,0.0556268630439515,0.467782137570939,0.147240715148509
"2019-10-21",9983,0.0607198654406814,0.481044713592713,0.148075097165443
"2019-10-22",9980,0.0605993877002207,0.484375616898097,0.146888676273216
"2019-10-23",9972,0.0617699170104104,0.481116877487232,0.147813854736665
"2019-10-24",9982,0.0596524806273182,0.49273572260811,0.146521460090776
"2019-10-25",9972,0.062649335008023,0.501008235489679,0.145301059170029
"2019-10-26",9979,0.0647408816687148,0.50745238869565,0.14623059056083
"2019-10-27",9981,0.0576660850781419,0.488281847571656,0.150841199146111
"2019-10-28",9972,0.0655463613180156,0.479160935207827,0.158195489905356
"2019-10-29",9981,0.0607176900388231,0.475703839440197,0.152663110974615
"2019-10-30",9975,0.0638728128777517,0.467395459291289,0.155576092145922
"2019-10-31",9974,0.0707358513715195,0.501560201149754,0.140045407230016
"2019-11-01",9982,0.0611456033940209,0.510235510248696,0.146834165728962
"2019-11-02",9979,0.0603038936062994,0.481120206583737,0.152981246614347
"2019-11-03",9980,0.0549260854294456,0.460242207159743,0.159300310393275
"2019-11-04",9972,0.0595470799429625,0.486708931990141,0.148350040970888
"2019-11-05",9979,0.0609506731609127,0.47683379693963,0.150281505849332
"2019-11-06",9976,0.0614582377518209,0.472551896409733,0.148253505853489
"2019-11-07",9975,0.0596887524720085,0.476741517440493,0.152355722521775
"2019-11-08",9969,0.0567018481778609,0.507162220307214,0.137507575491626
"2019-11-09",9979,0.0537716875668483,0.49103007234629,0.150136505803935
"2019-11-10",9973,0.0548818103145003,0.478221909843927,0.156433336333909
"2019-11-11",9985,0.0593539149069949,0.481255340167523,0.154136110358752
"2019-11-12",9972,0.0598162693056504,0.484669718969089,0.145690673252513
"2019-11-13",9974,0.0588069503909062,0.494268926398166,0.141586403478086
"2019-11-14",9975,0.0599996551412612,0.493967581852829,0.152696191672724
"2019-11-15",9986,0.0568325504271648,0.501761585038337,0.145048991982507
"2019-11-16",9979,0.0592362314856606,0.485240785785726,0.15339319552727
"2019-11-17",9970,0.0588480768948765,0.482278490666704,0.147145223165414
"2019-11-18",9974,0.0592984618297267,0.495404429213864,0.144819620845481
"2019-11-19",9976,0.0611729569219193,0.503900132230483,0.141738525785657
"2019-11-20",9980,0.0578300915541767,0.478862412744969,0.150336839689909
"2019-11-21",9980,0.0603533066579146,0.477708008121735,0.146590321317767
"2019-11-22",9980,0.0552861604461622,0.501405170503903,0.146069221282616
"2019-11-23",9983,0.0552998266448625,0.477920190028289,0.15218880609762
"2019-11-24",9961,0.0598120012974542,0.459432106016453,0.150071189769629
"2019-11-25",9980,0.0622091051120577,0.472665838648749,0.152478748570345
"2019-11-26",9972,0.0601802182295018,0.46133134116459,0.154309461640108
"2019-11-27",9984,0.0624240829185848,0.46901746024268,0.156750038339968
"2019-11-28",9977,0.0559823528528584,0.495449082077899,0.144894814923499
"2019-11-29",9978,0.0540312058072898,0.506146588808884,0.145486553353655
"2019-11-30",9969,0.0748663628614478,0.483923605952693,0.148496297053856
"2019-12-01",9974,0.0705142054772968,0.474843184468611,0.152210808598862
"2019-12-02",9977,0.0652683104702038,0.496287471849843,0.149888274135025
"2019-12-03",9976,0.0612280120581407,0.489583189119213,0.156198209353625
"2019-12-04",9984,0.0595264865259814,0.49080875472508,0.146315882024469
"2019-12-05",9978,0.0569829143208662,0.497794462136882,0.145448595425749
"2019-12-06",9967,0.0609128660573484,0.485319667798873,0.151576980799866
"2019-12-07",9977,0.0577191234033768,0.483153790878747,0.149831078585909
"2019-12-08",9962,0.0601344934658245,0.470460283385143,0.159268175174795
"2019-12-09",9987,0.0646208456191138,0.479681922633722,0.153661196184848
"2019-12-10",9973,0.0654459397707011,0.449933892160489,0.163307330996983
"2019-12-11",9978,0.067908544386853,0.458174773705271,0.151632782062367
"2019-12-12",9980,0.0660241198406235,0.474881818345088,0.147317593203314
"2019-12-13",9971,0.0710694107313822,0.35436769785061,0.212717442371848
"2019-12-14",9970,0.0544923841507379,0.460233952546901,0.149807001564721
"2019-12-15",9969,0.0568353109247534,0.452754926714863,0.156307515181952
"2019-12-16",9977,0.058181014304959,0.479464420676178,0.150365057047457
"2019-12-17",9977,0.0597072614032576,0.479416472162716,0.154715933203369
"2019-12-18",9973,0.0584110320988941,0.489048925236042,0.156951946858751
"2019-12-19",9973,0.0555999068255942,0.486433066650044,0.152464048453185
"2019-12-20",9976,0.0584953711420277,0.502071966875957,0.158166850184498
"2019-12-21",9973,0.0565622313237237,0.505243503501359,0.153420068878712
"2019-12-22",9977,0.0567949470661721,0.48034138473985,0.160012910828303
"2019-12-23",9967,0.0555156887103583,0.486418676990221,0.155396481301319
"2019-12-24",9985,0.0511861357705381,0.550191330541123,0.146293447253354
"2019-12-25",9973,0.0417995401195456,0.655441151405159,0.12178710673735
"2019-12-26",9967,0.0531062584456947,0.501713231421084,0.158616304778482
"2019-12-27",9959,0.0558970274430939,0.474032571317148,0.161288994194429
"2019-12-28",9965,0.0570834748534472,0.473941811175837,0.154008594320314
"2019-12-29",9955,0.0562085118918845,0.460207152044055,0.161575234041791
"2019-12-30",9974,0.0622732225994816,0.479233595389761,0.16335737150464
"2019-12-31",9975,0.0579611618128135,0.510865382116981,0.153086058202954
"2020-01-01",9968,0.0468470147996232,0.609716488178309,0.119815532392933
"2020-01-02",9965,0.0571268196444326,0.476969532797115,0.15852991635292
"2020-01-03",9976,0.074002110368154,0.451355213101516,0.156396261607989
"2020-01-04",9977,0.064873332541317,0.460678123385663,0.161875430162885
"2020-01-05",9960,0.0657002111014904,0.45888588952861,0.164615257397908
"2020-01-06",9974,0.0666374445278218,0.487135049925793,0.158098160240696
"2020-01-07",9980,0.066262090015175,0.476515536837187,0.155440373608856
"2020-01-08",9969,0.0692950035227953,0.464789254635382,0.155105960809669
"2020-01-09",9980,0.059197772692775,0.472164337563371,0.15638201549237
"2020-01-10",9975,0.0576169248748825,0.491839546120339,0.149988330712164
"2020-01-11",9962,0.056900813418652,0.477718349162241,0.151607751509396
"2020-01-12",9973,0.0565092335564058,0.476073901328964,0.154917355711615
"2020-01-13",9978,0.0609992727250453,0.476251173508862,0.153769560201223
"2020-01-14",9981,0.0617404377836865,0.469870885147969,0.148802359362833
"2020-01-15",9971,0.0588830547362051,0.483712660928779,0.147404952552576
"2020-01-16",9973,0.0605636099718391,0.488596370392728,0.145430063628516
"2020-01-17",9976,0.0600420357196266,0.487747297293413,0.146574101796076
"2020-01-18",9975,0.0558860416291748,0.486585764927993,0.148506324832003
"2020-01-19",9966,0.0547111577705697,0.483523580303277,0.151372280007477
"2020-01-20",9971,0.0585787811942625,0.49699920885889,0.150048780262725
"2020-01-21",9974,0.0625908009629539,0.477673346277542,0.152062562639068
"2020-01-22",9983,0.0600577190324602,0.479109979512955,0.152627414320634
"2020-01-23",9967,0.0617751987355969,0.482096093370249,0.153945115004998
"2020-01-24",9973,0.059585892417862,0.507774408158631,0.144628208726285
"2020-01-25",9966,0.059375023354143,0.493139749918593,0.152964183799442
"2020-01-26",9975,0.0575351842772595,0.485973466065167,0.147430277785524
"2020-01-27",9976,0.0633676102451272,0.475260730124556,0.169118695690732
"2020-01-28",9974,0.0612470341882979,0.476311622398184,0.16352956435505
"2020-01-29",9965,0.061294330412509,0.486405742464176,0.147274694788224
"2020-01-30",9974,0.0610065395060061,0.473329326990508,0.162255580077021
"2020-01-31",9972,0.0603977271938471,0.481341161559222,0.155857597798145
"2020-02-01",9959,0.054658167731132,0.478593758293364,0.155873067114583
"2020-02-02",9972,0.058022563359967,0.480145384639154,0.152542197832713
"2020-02-03",9965,0.0652261655420736,0.486825983687232,0.152815244409113
"2020-02-04",9973,0.0652819422967754,0.480487004400083,0.145952118094975
"2020-02-05",9976,0.0597636916953821,0.490735736405883,0.143795217556983
"2020-02-06",9970,0.0638079320331712,0.488122128730262,0.154615952107666
"2020-02-07",9971,0.0601522574118471,0.510816696703928,0.14564317445382
"2020-02-08",9968,0.0594267146735893,0.500739525272833,0.147319356584564
"2020-02-09",9968,0.0768602298915073,0.458851424946871,0.165328246993996
"2020-02-10",9961,0.06544964212871,0.493177137617303,0.151012898698465
"2020-02-11",9964,0.0643173679471031,0.48156775308782,0.154651622686655
"2020-02-12",9974,0.0647837376035416,0.491498718670511,0.145643022567914
"2020-02-13",9977,0.0623306619636004,0.482846141085754,0.152043493568904
"2020-02-14",9968,0.0560755988308433,0.543478813066078,0.1378573052849
"2020-02-15",9968,0.0606757530301948,0.492453465091363,0.154227738290595
"2020-02-16",9970,0.0646295695726019,0.444297784795191,0.177153340177195
"2020-02-17",9969,0.0615785883620174,0.477285292760418,0.161008883749289
"2020-02-18",9977,0.062823006237571,0.466777931903934,0.158091900447949
"2020-02-19",9980,0.0618907897940699,0.478497889455337,0.158814451888363
"2020-02-20",9968,0.0643940214259845,0.477660977284973,0.162388348739111
"2020-02-21",9978,0.0598540219415446,0.493604975097087,0.156009979427345
"2020-02-22",9980,0.0576636434586389,0.490316229011568,0.154101015910047
"2020-02-23",9967,0.061565452144599,0.469772343937491,0.148399433320149
"2020-02-24",9969,0.064008241755771,0.486683462757468,0.152870543525376
"2020-02-25",9972,0.0629415861481115,0.487377703853252,0.154108206888584
"2020-02-26",9978,0.0629138259260831,0.484421882636749,0.153822267775968
"2020-02-27",9969,0.0624929651256718,0.498471557763679,0.14962360602527
"2020-02-28",9974,0.0621785901857152,0.503809375711398,0.151637914481767
"2020-02-29",9971,0.0632162477828747,0.488558714979412,0.153637757261054
"2020-03-01",9972,0.0616645636235104,0.479111791482122,0.154993244181541
"2020-03-02",9982,0.0662994544660705,0.486652059960522,0.151127581399386
"2020-03-03",9976,0.0660802687829187,0.49496398160713,0.142419826267739
"2020-03-04",9968,0.0646069407099907,0.484872885677745,0.147561976768526
"2020-03-05",9960,0.0633376629380295,0.503409136169102,0.14869947483314
"2020-03-06",9979,0.0608018002476516,0.5080159154098,0.143567216063516
"2020-03-07",9961,0.0628312555467911,0.495609703225477,0.150399595812195
"2020-03-08",9980,0.0637326300045307,0.505029722489644,0.144439443757147
"2020-03-09",9978,0.0651681596603996,0.479742603299904,0.153793645593033
"2020-03-10",9974,0.0735432915669692,0.475265809700092,0.158963911676483
"2020-03-11",9975,0.0727201763708535,0.4591430841857,0.162206267306341
"2020-03-12",9966,0.0836462822085941,0.43579701120687,0.170767295573426
"2020-03-13",9967,0.0875547575747731,0.420076513951315,0.180228718129487
"2020-03-14",9966,0.0848078254886053,0.445177835562185,0.172805486158213
"2020-03-15",9976,0.0935685998669807,0.423820833055593,0.180311464432685
"2020-03-16",9969,0.0910645153371308,0.424585583451097,0.188011153240957
"2020-03-17",9971,0.0940204844832456,0.4176873293009,0.199423135096647
"2020-03-18",9973,0.0841901439548039,0.445307315274357,0.190391006731226
"2020-03-19",9965,0.085050949644217,0.445087469566349,0.1840469684126
"2020-03-20",9971,0.0820475768334291,0.457357953068138,0.184172947195063
"2020-03-21",9973,0.0777249092884984,0.468491153752036,0.182407161137329
"2020-03-22",9978,0.0888463791697016,0.455836467452095,0.186480531542806
"2020-03-23",9971,0.0895274517343614,0.435000176601717,0.18642424076072
"2020-03-24",9963,0.0877059803021202,0.427315382805301,0.191242025971394
"2020-03-25",9974,0.0801237827804731,0.454714890870061,0.175801729304507
"2020-03-26",9975,0.0771361878460546,0.472073251904501,0.171792616499856
"2020-03-27",9966,0.0718780589284993,0.475292039096038,0.165789917801151
"2020-03-28",9968,0.0725869181003881,0.490685940555124,0.166788421862305
"2020-03-29",9995,0.0756164725409823,0.458454966259494,0.170081703655357
"2020-03-30",9969,0.0747172091425527,0.470683034805781,0.1755209605177
"2020-03-31",9980,0.0715033219385048,0.469791064671595,0.173343564317219
"2020-04-01",9974,0.0722023896174704,0.477096092503489,0.173196763640907
"2020-04-02",9973,0.0683207059123879,0.475919315968911,0.168266536625792
"2020-04-03",9973,0.0688299812336677,0.482830783727127,0.163488631488985
"2020-04-04",10607,0.0671130891704367,0.474698865692444,0.163408984944065
"2020-04-05",9976,0.0699642137235669,0.4544073628211,0.169522124650218
"2020-04-06",9970,0.0681145701297156,0.471004646514789,0.168126384313454
"2020-04-07",9967,0.0702017777513849,0.472559892041661,0.167879605176548
"2020-04-08",9958,0.070781725040925,0.477495646692618,0.166688708715944
"2020-04-09",9962,0.0708141742554616,0.471410941807527,0.170529255202728
"2020-04-10",9968,0.0671129163163417,0.499305596469955,0.15882489154395
"2020-04-11",9968,0.0697650089358937,0.480300610949643,0.166707062270115
"2020-04-12",9968,0.0641768114974841,0.505089148334876,0.157153168474392
"2020-04-13",9956,0.0724740551097514,0.455430725048562,0.168468924281045
"2020-04-14",9965,0.0731769496015001,0.472829580752796,0.167906647391383
"2020-04-15",9963,0.0659878360879834,0.472737998061874,0.162808115778568
"2020-04-16",9967,0.068444219185346,0.475407742476359,0.16307207596635
"2020-04-17",9979,0.0684726969170408,0.474645691700821,0.169639874728786
"2020-04-18",9978,0.0661644801139667,0.482626258561858,0.169151033692749
"2020-04-19",9974,0.0688706085657137,0.458924855264521,0.172418511543666
"2020-04-20",9976,0.0636122494466915,0.484496552815925,0.161380376405165
"2020-04-21",9961,0.0670733879658291,0.481176130310695,0.160224448147514
"2020-04-22",9966,0.0644867122090139,0.491559444339112,0.160053982296107
"2020-04-23",9969,0.06301928909331,0.50973620583949,0.148529103916209
"2020-04-24",9965,0.0656277303490431,0.49272586830989,0.15085606899801
"2020-04-25",9973,0.0670420697306371,0.482293889271094,0.156374523881157
"2020-04-26",9967,0.0646118638044312,0.480224206635195,0.156527400829566
"2020-04-27",9968,0.0648144349975732,0.482646253073886,0.159938880659718
"2020-04-28",9973,0.0686159924634045,0.477860175217426,0.167587321060029
"2020-04-29",9974,0.0678752388220991,0.481804898206986,0.165271046822589
"2020-04-30",9967,0.0622237676868206,0.500574375085272,0.155525666898701
"2020-05-01",9973,0.0651355841111878,0.508855648852514,0.153153408395823
"2020-05-02",9971,0.0593062510869469,0.498129358047559,0.156581119348911
"2020-05-03",9973,0.0669019829106808,0.474122796171544,0.161983358576947
"2020-05-04",9973,0.0661192994072017,0.491484302539796,0.157251966777166
"2020-05-05",9973,0.0645322111223555,0.479740520741524,0.157145286566943
"2020-05-06",9975,0.0680309903834256,0.476979941968318,0.166400352246898
"2020-05-07",9972,0.0697067617770457,0.484625712073317,0.162761387633375
"2020-05-08",9970,0.0645194657148916,0.494361896440194,0.157772258166941
"2020-05-09",9961,0.0688379926814062,0.471516250358366,0.165397218257815
"2020-05-10",9966,0.0752733035164048,0.44552363845979,0.165921551701224
"2020-05-11",9972,0.0768453450388956,0.427245157034607,0.175299923291366
"2020-05-12",9966,0.0654656455306974,0.470363327680932,0.160406224472092
"2020-05-13",9969,0.0759958036401904,0.464973945848364,0.168959822411917
"2020-05-14",9972,0.0681911406355593,0.487230745342253,0.157673586403912
"2020-05-15",9965,0.0675067529800183,0.487757129757358,0.159224697825514
"2020-05-16",9976,0.0657804366086538,0.486798768671538,0.154867387099376
"2020-05-17",9970,0.0688346735170395,0.467276437067082,0.159681191427564
"2020-05-18",9980,0.0679569612875479,0.483329293390864,0.165764061828962
"2020-05-19",9968,0.0654764684405705,0.481203524550697,0.162923695845186
"2020-05-20",9964,0.063943396580216,0.486281305389606,0.161966476642321
"2020-05-21",9965,0.0671877382602619,0.481728155373951,0.158828754798283
"2020-05-22",9960,0.064067465200276,0.493667515219936,0.159951192529121
"2020-05-23",9965,0.0716653664713612,0.445711260179749,0.173919863227506
"2020-05-24",9959,0.0686978580192731,0.434722219126566,0.166401995553543
"2020-05-25",9970,0.0692843145179016,0.42976882550107,0.168447855874556
"2020-05-26",9963,0.0730979001385112,0.421350107442798,0.171316350071507
"2020-05-27",9969,0.0699020763944692,0.447278772399334,0.161964311222018
"2020-05-28",9979,0.0713972104069414,0.431223592570078,0.166923813084409
"2020-05-29",9965,0.0737746197750572,0.446906740923397,0.167698533658013
"2020-05-30",9963,0.075416215681717,0.442171517649444,0.167845574584192
"2020-05-31",9970,0.084499619525411,0.41240432172587,0.170072709429106
"2020-06-01",9973,0.0780532147030562,0.44445353094503,0.163873506188055
"2020-06-02",9974,0.0789199971877146,0.394650569946679,0.173847828795542
"2020-06-03",9970,0.0743649913655646,0.418855208219812,0.167804034044109
"2020-06-04",9966,0.0767445710507773,0.424063729481576,0.166337105474452
"2020-06-05",9962,0.0717324573302196,0.438157087516569,0.169821056300585
"2020-06-06",9966,0.0655721950646655,0.44889012500818,0.159360497738551
"2020-06-07",10059,0.0765792239542641,0.404974700543611,0.169555568543862
"2020-06-08",9971,0.0677543662029863,0.429991039729397,0.165642960825404
"2020-06-09",9957,0.0661595143842402,0.445266539281831,0.164459804689964
"2020-06-10",9967,0.0660904251014021,0.443818594834164,0.169750398150256
"2020-06-11",9971,0.0697094366395227,0.437452330874956,0.166173062539856
"2020-06-12",9973,0.0668925590141014,0.44939877801683,0.165439706932785
"2020-06-13",9965,0.0657609124335811,0.457269077698807,0.159736913752897
"2020-06-14",9968,0.0744480546806931,0.431156983669123,0.171045918677589
"2020-06-15",9960,0.0667027119087545,0.466479670945769,0.162136938324807
"2020-06-16",9965,0.0668774584786895,0.454092134736951,0.167015358101551
"2020-06-17",9958,0.0647896239154426,0.470710322329279,0.164485210436817
"2020-06-18",9979,0.0635421927975576,0.460613564652176,0.170725566816981
"2020-06-19",9966,0.0644927551950986,0.483843693208672,0.151634790751822
"2020-06-20",9974,0.0611361727670636,0.475206456094558,0.161928429873394
"2020-06-21",9974,0.0697486123077486,0.472766288386639,0.164378623436983
