"gender","date","n","mnfear","mnjoy","mnsadness"
"female","2019-08-23",1920,0.0647908644235486,0.562900217801265,0.16150274676232
"female","2019-08-24",1898,0.0585309765942297,0.580558212833876,0.156506355279994
"female","2019-08-25",1884,0.0673894890847098,0.547957733004342,0.161537125780205
"female","2019-08-26",1949,0.0638659350039008,0.566542431907261,0.148455238358843
"female","2019-08-27",1874,0.0700005275708772,0.512835808004202,0.177265117319501
"female","2019-08-28",1945,0.0777823287694102,0.499801975778773,0.16839888547595
"female","2019-08-29",1930,0.0682536862952239,0.529055010569445,0.16526312606706
"female","2019-08-30",1951,0.0651260555418937,0.564144717769437,0.153696812310224
"female","2019-08-31",2006,0.0679776901583796,0.54468175651549,0.16524658747026
"female","2019-09-01",2028,0.0755127361721368,0.512486677425679,0.1637694473947
"female","2019-09-02",1933,0.0692336027944327,0.534186554689226,0.163525251136752
"female","2019-09-03",1913,0.0727153429145069,0.522067033205508,0.149807371645927
"female","2019-09-04",1962,0.0674661251497192,0.517991979600783,0.149260762122447
"female","2019-09-05",1995,0.0615126197809006,0.544932596361992,0.147592837342358
"female","2019-09-06",1881,0.064123055463432,0.544572652478096,0.160847106835112
"female","2019-09-07",1950,0.0584993470492116,0.564412186211721,0.145828708008123
"female","2019-09-08",1952,0.0641696913746392,0.529331519980334,0.154201314898735
"female","2019-09-09",1945,0.0640991151511219,0.542536080853863,0.15161965871553
"female","2019-09-10",1960,0.0714313753323727,0.525456171744766,0.166787297290344
"female","2019-09-11",1880,0.0691596795036334,0.508063574808376,0.167787968490441
"female","2019-09-12",1880,0.0707284633500905,0.546057188932962,0.164661221438771
"female","2019-09-13",1948,0.0634336312823563,0.567189347049518,0.154645707680331
"female","2019-09-14",1942,0.0606553078830256,0.56385010294865,0.159046302768704
"female","2019-09-15",1986,0.0670696115974723,0.537813708058773,0.166442669658138
"female","2019-09-16",1890,0.0707635514198854,0.545090348069727,0.157759236658938
"female","2019-09-17",1885,0.0669524743237449,0.542391595759569,0.160817046306993
"female","2019-09-18",1930,0.0743235871629787,0.538216993809344,0.16835731903985
"female","2019-09-19",1897,0.0596410742969523,0.533926431278715,0.162603546463569
"female","2019-09-20",1928,0.0655856136306521,0.601525858725425,0.141800517446982
"female","2019-09-21",1942,0.0628048542435698,0.567179820288435,0.148522615157946
"female","2019-09-22",2020,0.062425395862446,0.538498018542823,0.165085904289724
"female","2019-09-23",1926,0.0628982963720648,0.517553142730676,0.192085596637173
"female","2019-09-24",1841,0.0665509807565179,0.499425785682785,0.162667593377704
"female","2019-09-25",1929,0.0589346646046941,0.525749115822301,0.150572634819099
"female","2019-09-26",1960,0.0608629163560144,0.529148932573432,0.157099773207138
"female","2019-09-27",1901,0.0749819133052599,0.548892933080961,0.155245255433569
"female","2019-09-28",1929,0.063813210560518,0.559098604114213,0.164013755454116
"female","2019-09-29",2082,0.070317959511343,0.525838479122104,0.152574667275421
"female","2019-09-30",1789,0.0610134098379167,0.550985132518365,0.144753138207018
"female","2019-10-01",1932,0.0639518707797284,0.567268169585329,0.159270352016321
"female","2019-10-02",1823,0.0706299837551974,0.522147504074343,0.170146897034919
"female","2019-10-03",1933,0.0705623108094986,0.558577326427101,0.163366185445449
"female","2019-10-04",1922,0.0580983915966238,0.570327270469913,0.16260551844804
"female","2019-10-05",1912,0.0682610616251212,0.55108032573541,0.158025103776202
"female","2019-10-06",2018,0.0592662649727828,0.562245234318094,0.162517282067073
"female","2019-10-07",1797,0.0643543085033904,0.543320944215962,0.166165825400181
"female","2019-10-08",1862,0.0746151296385373,0.5366175462324,0.177406166715294
"female","2019-10-09",1935,0.065427896389118,0.544443181229488,0.158853888330567
"female","2019-10-10",1936,0.0693784399439262,0.533181784118396,0.175558566602143
"female","2019-10-11",1998,0.0619350709553933,0.566643989922757,0.153410938484743
"female","2019-10-12",2029,0.066629683536193,0.549344992279277,0.16831839075755
"female","2019-10-13",2033,0.0690141774438731,0.524567125816512,0.161173192024542
"female","2019-10-14",1860,0.065997217242795,0.530484955237524,0.173922921904057
"female","2019-10-15",1864,0.0661553485638973,0.529684522794666,0.166391490436386
"female","2019-10-16",1922,0.0618395569053954,0.55137248268946,0.158677628848573
"female","2019-10-17",1887,0.0661740571825687,0.53229846394984,0.160290617823614
"female","2019-10-18",1887,0.0658563116038054,0.538014349586698,0.163034597551549
"female","2019-10-19",1926,0.0575390769744646,0.553347602471771,0.159302907137815
"female","2019-10-20",1941,0.0546788400132821,0.527382160952166,0.166527443661391
"female","2019-10-21",1940,0.0713786814687204,0.520515525562673,0.175081625840742
"female","2019-10-22",1831,0.0699941412855885,0.548212505757408,0.153919716859272
"female","2019-10-23",1861,0.0691441191386127,0.531560220346025,0.160394032435864
"female","2019-10-24",1950,0.0637887342033,0.520895388711495,0.174003356752368
"female","2019-10-25",1944,0.0633362237418968,0.558404194208031,0.152843319123334
"female","2019-10-26",1931,0.0728909116303346,0.561914733095046,0.161141042899512
"female","2019-10-27",2071,0.0637306247037718,0.548303559011217,0.160896555433072
"female","2019-10-28",1837,0.0752086043923132,0.518093151749229,0.175623526731171
"female","2019-10-29",1893,0.0661750322062858,0.532816281495751,0.168277366961093
"female","2019-10-30",1935,0.0744916555189253,0.518283241237417,0.16643548302403
"female","2019-10-31",1923,0.074374942662461,0.575747740326146,0.15296487163622
"female","2019-11-01",2020,0.0650610729884287,0.563061910265443,0.16091632935562
"female","2019-11-02",1971,0.0724202388195739,0.536160507116105,0.16184605244653
"female","2019-11-03",1971,0.0637632954797121,0.51071015516971,0.178416484496251
"female","2019-11-04",1885,0.064099395882174,0.542615420380403,0.168186457122402
"female","2019-11-05",1947,0.0720974834134556,0.526302693471829,0.174589924237277
"female","2019-11-06",1896,0.0696024438275114,0.527476102880923,0.164540886493495
"female","2019-11-07",1939,0.0645563495970718,0.536516606295217,0.161908659982063
"female","2019-11-08",1961,0.0550499681584709,0.588185361166338,0.137625595740404
"female","2019-11-09",2039,0.0626514870640018,0.555821814170544,0.164411813879405
"female","2019-11-10",1902,0.0569524060534245,0.551998911124456,0.163987912267146
"female","2019-11-11",1927,0.0689728080426907,0.528466071128659,0.168326994645485
"female","2019-11-12",1915,0.0716685232688131,0.534116252226325,0.160904081753764
"female","2019-11-13",1966,0.0604028805549077,0.555606257054408,0.162569995794023
"female","2019-11-14",1948,0.0653372342391162,0.54403388102788,0.178378283835276
"female","2019-11-15",1946,0.0604545750912113,0.578019153849033,0.158067079321007
"female","2019-11-16",1919,0.0644334684011999,0.556552109910667,0.163850899360862
"female","2019-11-17",2118,0.0650312370169462,0.532310405572524,0.166356382779737
"female","2019-11-18",1992,0.0617977725466688,0.540710255292403,0.16671334992125
"female","2019-11-19",1938,0.0643292074808966,0.553033005657761,0.160265300749807
"female","2019-11-20",1874,0.0697270767897315,0.516663232605667,0.167449413529888
"female","2019-11-21",1882,0.0646147648700897,0.541422188533834,0.160738084255322
"female","2019-11-22",1856,0.0579573896308422,0.559964651124135,0.165157387202208
"female","2019-11-23",1939,0.0617189321857819,0.530466708229111,0.180027342976137
"female","2019-11-24",1971,0.0646946568796938,0.510326282770887,0.162043726650307
"female","2019-11-25",1878,0.0704975873954989,0.515978274254425,0.174011074675543
"female","2019-11-26",1855,0.0613082111533543,0.49814912707597,0.180362953612646
"female","2019-11-27",1868,0.0681110185801166,0.522457229073377,0.179407361316633
"female","2019-11-28",1959,0.0596031562959197,0.552867110575543,0.165688325146821
"female","2019-11-29",1945,0.0584833095756367,0.553891366273602,0.162951544280449
"female","2019-11-30",1974,0.0818776532728909,0.538305878885469,0.162870628286291
"female","2019-12-01",2068,0.073673546627176,0.542635447242713,0.155405686874388
"female","2019-12-02",1964,0.0689200909443206,0.546029893918683,0.175846538214343
"female","2019-12-03",2024,0.0646411754244298,0.546078150477474,0.165039634848913
"female","2019-12-04",1994,0.0688394445849119,0.539629330011191,0.16134874460304
"female","2019-12-05",2010,0.0611424917574979,0.551197171745566,0.152370663230083
"female","2019-12-06",1974,0.0602099348577545,0.54925317337741,0.159953416867952
"female","2019-12-07",1935,0.0642766840516942,0.534257549570286,0.170171488877037
"female","2019-12-08",2012,0.0644443682499939,0.52977534362234,0.175569044872072
"female","2019-12-09",1968,0.0667537327867982,0.532484278782493,0.163199359788753
"female","2019-12-10",1956,0.0751228205339661,0.490402330859642,0.185145121627103
"female","2019-12-11",1955,0.0769726397862355,0.510781784022978,0.160894343194187
"female","2019-12-12",2005,0.0768479645120426,0.526705670790245,0.164482836266329
"female","2019-12-13",2117,0.0783382000163891,0.380623852995778,0.248946304581633
"female","2019-12-14",1957,0.0558187879228062,0.512094053214639,0.166532092233982
"female","2019-12-15",1957,0.0587589431297811,0.525359982430664,0.169072231696609
"female","2019-12-16",1791,0.069161040666075,0.528503665134793,0.16535312977608
"female","2019-12-17",1971,0.0670932676117876,0.526517675224907,0.173575402543781
"female","2019-12-18",1922,0.0662986915102788,0.535297346590719,0.185239553658324
"female","2019-12-19",1994,0.0602725655128121,0.524165474920809,0.17093713598458
"female","2019-12-20",1988,0.0610846478558018,0.553155873391654,0.1789797084893
"female","2019-12-21",1932,0.0684219940635605,0.562482552763019,0.173072622908187
"female","2019-12-22",2000,0.0614204287291504,0.551561991488183,0.165079887507716
"female","2019-12-23",1926,0.0601077746277564,0.541717307735488,0.178485400439881
"female","2019-12-24",1945,0.0539570228665334,0.615278456849226,0.153451626577743
"female","2019-12-25",2053,0.0393588452547094,0.738682539261643,0.124688401693978
"female","2019-12-26",1836,0.0568994138990798,0.568511462503173,0.16833263468431
"female","2019-12-27",1893,0.0638943160788146,0.531181206331528,0.182777895553409
"female","2019-12-28",1926,0.0674067545795343,0.525816215666604,0.172450462190835
"female","2019-12-29",1854,0.0581895717575846,0.522693428082411,0.185600503432834
"female","2019-12-30",1957,0.0642591518195637,0.541543405477336,0.181524031556187
"female","2019-12-31",2100,0.0610027337264563,0.575354556586826,0.164364491389577
"female","2020-01-01",2141,0.0501344912741024,0.66030620337228,0.128392869858585
"female","2020-01-02",1856,0.0708461864195638,0.526854866576255,0.175887738453608
"female","2020-01-03",1859,0.0867951644364481,0.503463126588289,0.176141978475336
"female","2020-01-04",1931,0.0696260475621757,0.498007831929387,0.189101279017254
"female","2020-01-05",2000,0.0700383832721272,0.511576055286161,0.189627012192155
"female","2020-01-06",1878,0.0714377638332125,0.538299508805038,0.187476777976378
"female","2020-01-07",1925,0.070780149716899,0.518787418158828,0.178851506685137
"female","2020-01-08",1937,0.0750754878404704,0.531798112287688,0.166337548764124
"female","2020-01-09",1764,0.0648089590234074,0.53065156734364,0.169187742000266
"female","2020-01-10",1890,0.0679035312156735,0.54451991999451,0.165605078547794
"female","2020-01-11",1899,0.0702990381743047,0.527536527167862,0.167433443170393
"female","2020-01-12",1884,0.0586949082678409,0.536307047366261,0.174399411004984
"female","2020-01-13",1831,0.0706267335713072,0.506229311128518,0.178978292156415
"female","2020-01-14",1851,0.0673594333608242,0.51599006117997,0.163009922461773
"female","2020-01-15",1897,0.0663654003909072,0.527212694172542,0.16280519228839
"female","2020-01-16",1953,0.0700004645009598,0.542428017844693,0.159605051411213
"female","2020-01-17",1936,0.0699742233186991,0.544042419026129,0.154383629580194
"female","2020-01-18",1890,0.0601776543442005,0.540128795523042,0.164864454512169
"female","2020-01-19",1905,0.0587304280777498,0.533242512505769,0.162994798347158
"female","2020-01-20",1863,0.0639092131321521,0.548360580358754,0.181337067574814
"female","2020-01-21",1866,0.0725566077195889,0.526683376809232,0.170310834443982
"female","2020-01-22",1856,0.0656313462692385,0.526021555907187,0.169720101815419
"female","2020-01-23",1850,0.0607664844270393,0.534890329225423,0.172333639787787
"female","2020-01-24",1870,0.0709708490387479,0.562767781422879,0.162724774801185
"female","2020-01-25",1922,0.0658542874364464,0.546188759368232,0.163039808554413
"female","2020-01-26",1990,0.0651673898216976,0.540310427460652,0.162940454965074
"female","2020-01-27",1896,0.0713610046056336,0.52079072587861,0.191312633548927
"female","2020-01-28",1857,0.0678922546783354,0.518102959937799,0.192903160117692
"female","2020-01-29",1851,0.0622568144121493,0.527150267983111,0.167887243820854
"female","2020-01-30",1889,0.0687951215259302,0.530746142437808,0.175997661086477
"female","2020-01-31",1846,0.0652371496468859,0.539494296331461,0.172315278289691
"female","2020-02-01",1952,0.0661577762736864,0.538163652360753,0.17589721304365
"female","2020-02-02",2006,0.0632835783392313,0.548821726275593,0.165107370758149
"female","2020-02-03",1859,0.0691734500014062,0.541067646062664,0.162392162175317
"female","2020-02-04",1975,0.0723351786538805,0.539822321301827,0.153857146765259
"female","2020-02-05",1910,0.0643473778940927,0.537206832736186,0.163211019226735
"female","2020-02-06",1930,0.0693120354092849,0.550429586775859,0.174202287941568
"female","2020-02-07",1918,0.0655372335635732,0.588698957061847,0.160103437451552
"female","2020-02-08",1875,0.0574703526524827,0.577009595424992,0.144963117303327
"female","2020-02-09",2020,0.0932897343258212,0.499178595074117,0.190644989555845
"female","2020-02-10",1873,0.071113067925674,0.529481909486731,0.1635118851131
"female","2020-02-11",1894,0.0700235701341392,0.538871956870633,0.161802436536745
"female","2020-02-12",1843,0.0663362241622076,0.542140229051992,0.167060313835082
"female","2020-02-13",1870,0.0724545457411899,0.526675090309105,0.177845954665302
"female","2020-02-14",1951,0.0562516832372163,0.614747387263106,0.150564409636328
"female","2020-02-15",1930,0.0611361320054525,0.56807948462074,0.166497778216765
"female","2020-02-16",1971,0.0787830482036991,0.488430830616129,0.206720037011591
"female","2020-02-17",1986,0.0754273922819152,0.528904180600958,0.178158008865004
"female","2020-02-18",1966,0.0675126021683923,0.495719259516464,0.184969633643583
"female","2020-02-19",1955,0.0690210012827709,0.546964355110539,0.181579128246697
"female","2020-02-20",1949,0.0688216180167662,0.522413149345166,0.185902696779369
"female","2020-02-21",1907,0.0609832432673324,0.55362299150569,0.177271597826044
"female","2020-02-22",1910,0.0570880274259405,0.560469716756254,0.162158767794776
"female","2020-02-23",1854,0.0683921595267799,0.550280102767647,0.162750620100579
"female","2020-02-24",1896,0.073780673629649,0.543913362974151,0.171032622214019
"female","2020-02-25",1843,0.0733833256945958,0.536406661863081,0.171205290526693
"female","2020-02-26",1858,0.0665080116283732,0.527409078518827,0.174363572951216
"female","2020-02-27",1871,0.0705774460114312,0.543896092817379,0.170357563192167
"female","2020-02-28",1883,0.0683895355749918,0.563740906234281,0.172064995101222
"female","2020-02-29",1884,0.0680287219321992,0.545391032168733,0.163409053510764
"female","2020-03-01",1867,0.0664226512815484,0.530017166357904,0.166968523022563
"female","2020-03-02",1896,0.0779748331588513,0.5294262742465,0.164588867638367
"female","2020-03-03",1937,0.0683319973389433,0.551736701564546,0.155823747618903
"female","2020-03-04",1870,0.0681528014725107,0.541314264797241,0.159392292828568
"female","2020-03-05",1983,0.0731259477879855,0.55071478005078,0.16457866025789
"female","2020-03-06",1968,0.0651259158159548,0.567882920803485,0.153350414685423
"female","2020-03-07",1917,0.0785830359759968,0.528667280244231,0.174943079652962
"female","2020-03-08",2062,0.0641696828493811,0.583793375902421,0.150667753281631
"female","2020-03-09",1882,0.0737126170012311,0.546279631708672,0.164812370999909
"female","2020-03-10",1931,0.08081855679803,0.513828133236901,0.184064134890175
"female","2020-03-11",1910,0.0728038259986386,0.505138975394437,0.18126066088273
"female","2020-03-12",1957,0.0948460548316337,0.479938200773862,0.195477206093403
"female","2020-03-13",1912,0.0986297083943089,0.473367987374221,0.20717805093119
"female","2020-03-14",2150,0.0983495532015479,0.505020106376181,0.193120399809139
"female","2020-03-15",2158,0.110127758024242,0.466032549977123,0.200747213278491
"female","2020-03-16",2084,0.100252210829007,0.471082819195099,0.207988558647459
"female","2020-03-17",2179,0.108249081212559,0.469418069834571,0.218034769784845
"female","2020-03-18",2266,0.0943997204700355,0.496666757435062,0.207696744406915
"female","2020-03-19",2295,0.0935490967988641,0.491452686630863,0.199698627268143
"female","2020-03-20",2215,0.0942424030195602,0.517519972493407,0.198884866101894
"female","2020-03-21",2231,0.0813980084951269,0.536008079047038,0.192837242186191
"female","2020-03-22",2210,0.0973547151049902,0.520069806826353,0.205418995533263
"female","2020-03-23",2175,0.101576845909405,0.483294783691587,0.201328641222683
"female","2020-03-24",2076,0.0936495285936389,0.477936866789132,0.217209806830419
"female","2020-03-25",2198,0.0915471098291316,0.510099387016501,0.199941039227756
"female","2020-03-26",2198,0.079530912163056,0.534739747906398,0.18276431172954
"female","2020-03-27",2121,0.0743281463235647,0.535883868251887,0.17643113748916
"female","2020-03-28",2195,0.0766734647879362,0.548122888542383,0.179781618306799
"female","2020-03-29",2112,0.0849514100999096,0.516707033097852,0.192401305285095
"female","2020-03-30",2025,0.0781070011132397,0.519364768160682,0.193479714286226
"female","2020-03-31",2055,0.0815365052001648,0.526006018451852,0.191898025002743
"female","2020-04-01",2033,0.0755897405089154,0.521424340197318,0.208618996570054
"female","2020-04-02",2064,0.0731488059906225,0.52613459029786,0.19228287023223
"female","2020-04-03",2085,0.0792480394829621,0.53498277912138,0.192024917203857
"female","2020-04-04",2320,0.070181193573005,0.539073279868723,0.170021512632856
"female","2020-04-05",2043,0.0758231249571517,0.511965103617359,0.178590351569695
"female","2020-04-06",2038,0.0676729875936386,0.523835869498404,0.191745585524735
"female","2020-04-07",2130,0.0796934101522349,0.519865376048283,0.184852719964009
"female","2020-04-08",2046,0.069987056866867,0.538178241632148,0.188614661598447
"female","2020-04-09",2033,0.0749459895128966,0.526833775825392,0.191466660182914
"female","2020-04-10",2068,0.0714593481034506,0.559098264954193,0.173602178718713
"female","2020-04-11",2102,0.0775606792563203,0.523021102760996,0.178337068006761
"female","2020-04-12",2132,0.0681213096887621,0.573401068818581,0.167589677729101
"female","2020-04-13",2016,0.0818751479986935,0.504994922075235,0.194521247030126
"female","2020-04-14",1975,0.0825992623879279,0.534878335529349,0.182695196481315
"female","2020-04-15",1955,0.0693641812396486,0.524243983441381,0.176045290120256
"female","2020-04-16",2075,0.070227996622835,0.538333873158498,0.183348230682987
"female","2020-04-17",2067,0.0729850309394446,0.550635892303856,0.18299665095149
"female","2020-04-18",2023,0.0692655301290137,0.554879230114527,0.174775254918199
"female","2020-04-19",1991,0.0629126744296066,0.537569032133288,0.178125010486723
"female","2020-04-20",2004,0.0704661494260317,0.531097948911694,0.182471889663351
"female","2020-04-21",2061,0.0666574180915397,0.553288469846261,0.180041675427852
"female","2020-04-22",2047,0.0719353567588093,0.554328490199583,0.172102775539371
"female","2020-04-23",2094,0.0661158341124526,0.569301587734319,0.161421473550881
"female","2020-04-24",1987,0.0711818599471343,0.533171446265414,0.173813257387159
"female","2020-04-25",2132,0.0742535376832838,0.557831671118502,0.172188430084492
"female","2020-04-26",2128,0.0701579722840404,0.525587924325078,0.176507441379603
"female","2020-04-27",2050,0.071820654295436,0.531175907418649,0.179042104591457
"female","2020-04-28",2008,0.0755156631887539,0.549398339624654,0.178405861435082
"female","2020-04-29",2037,0.0650375180240347,0.549541311259591,0.188242702913609
"female","2020-04-30",1996,0.0627014462053141,0.571156772531178,0.165078187928972
"female","2020-05-01",2020,0.071177594380878,0.567508479876941,0.16841161051168
"female","2020-05-02",2034,0.0645516844699961,0.563176077713606,0.159507278607556
"female","2020-05-03",2141,0.0701027692326795,0.526428431646955,0.183845818856901
"female","2020-05-04",1983,0.0729904682896512,0.553307621470077,0.177001748249943
"female","2020-05-05",1969,0.061763396961702,0.554144751047952,0.167791392772429
"female","2020-05-06",1981,0.0752785723412067,0.518419097128115,0.185935458765097
"female","2020-05-07",1999,0.075295588222501,0.55051145039237,0.174698377456264
"female","2020-05-08",2082,0.0714690902772886,0.554533506978146,0.176852912123169
"female","2020-05-09",2121,0.0715097510076393,0.524161896328404,0.177548169543816
"female","2020-05-10",2052,0.0745687441583294,0.51996895721275,0.180366179707495
"female","2020-05-11",2032,0.0816035184844358,0.465045383616125,0.205638336285563
"female","2020-05-12",2081,0.0714682227278682,0.530341872934407,0.174536822014432
"female","2020-05-13",1987,0.0788437524776101,0.514731831682142,0.192990910679605
"female","2020-05-14",2064,0.0756723080097193,0.536046756146485,0.174836556382792
"female","2020-05-15",1944,0.0766699206959344,0.548293542348004,0.175187002940759
"female","2020-05-16",2071,0.0741921251915782,0.553948383397525,0.164371624469459
"female","2020-05-17",2008,0.0737493081433783,0.524332854191045,0.17583882369774
"female","2020-05-18",2033,0.07433099584297,0.537011703282232,0.18201677159354
"female","2020-05-19",2050,0.0623674859743986,0.55887446451617,0.175865752074936
"female","2020-05-20",2081,0.0610231670991629,0.552348551505934,0.172433960578547
"female","2020-05-21",1945,0.0689278023786709,0.533871651280661,0.179395275616032
"female","2020-05-22",2057,0.0692825483293039,0.56708005893207,0.16674724181783
"female","2020-05-23",1995,0.0745483159672593,0.493989916232019,0.194909825333555
"female","2020-05-24",2016,0.0763554595540347,0.48554138876306,0.190616520987533
"female","2020-05-25",2045,0.0777572796608305,0.471032900189125,0.181076615359998
"female","2020-05-26",1998,0.0796306632024267,0.445162929077538,0.199772567308561
"female","2020-05-27",2051,0.0728079774973518,0.509446872714838,0.170828598423969
"female","2020-05-28",1978,0.0695900855563215,0.489892599457101,0.167027931984587
"female","2020-05-29",2023,0.0868479278549396,0.48597912817499,0.179656253060951
"female","2020-05-30",2017,0.0813919378128378,0.495193015263648,0.173240335509513
"female","2020-05-31",2001,0.0971024907655434,0.453471675311928,0.176774469435914
"female","2020-06-01",2000,0.0871711086411087,0.499593136272684,0.178275159996119
