2019-06-06,0.001339752,0.000121076,0.000112651,2.75043E-05,0.00030779,0.006495476,0.000101915,0.000502492,4.46015E-05,6.61877E-05,8.33448E-05,6.08895E-05
2019-06-13,0.000893073,0.000113338,0.000119203,2.66372E-05,0.000263639,0.003970699,0.000134604,0.000509027,3.60119E-05,8.12614E-05,0.000115489,7.55118E-05
2019-06-20,0.001181075,0.000103645,0.000114044,2.50966E-05,0.000365243,0.003415419,0.000112546,0.000494757,4.1494E-05,6.04674E-05,8.90701E-05,5.77989E-05
2019-06-27,0.000875182,8.21826E-05,0.000121318,4.00401E-05,0.00033706,0.004077492,0.000110882,0.000375503,3.91258E-05,4.97766E-05,8.62234E-05,4.74816E-05
2019-07-04,0.000988698,9.58592E-05,0.00013304,2.17602E-05,0.000283997,0.00455088,0.000114455,0.000424364,3.45084E-05,6.09479E-05,8.99007E-05,4.97148E-05
2019-07-11,0.000866475,0.000102722,0.000106436,2.68887E-05,0.000294493,0.003231373,0.000168214,0.000457606,4.25823E-05,7.14851E-05,0.000127082,7.63843E-05
2019-07-18,0.001001689,0.000102935,0.000112683,2.58049E-05,0.000247509,0.004935902,0.000123868,0.000423016,3.86333E-05,6.9221E-05,7.86935E-05,5.95713E-05
2019-07-25,0.000736169,9.50031E-05,0.000112557,3.19824E-05,0.000263568,0.003811956,0.00011304,0.000473268,3.92483E-05,7.06783E-05,9.03942E-05,6.06819E-05
2019-08-01,0.001220139,0.000128804,0.000110465,2.21155E-05,0.000299382,0.005592917,0.000148643,0.000480239,4.62117E-05,0.000127304,0.00010507,7.74114E-05
2019-08-08,0.001185762,0.000170178,0.000137504,3.26254E-05,0.000311909,0.004057754,0.000113372,0.000458932,5.23876E-05,8.15338E-05,0.000111671,5.98877E-05
2019-08-15,0.000745934,6.69656E-05,9.79725E-05,3.37426E-05,0.000284277,0.005101467,0.000109088,0.000446068,3.50205E-05,6.63101E-05,7.3402E-05,4.60359E-05
2019-08-22,0.00063048,8.02352E-05,0.000112959,3.1207E-05,0.00027319,0.003375717,0.000114712,0.000481861,4.2141E-05,7.00718E-05,9.37639E-05,5.84815E-05
2019-08-29,0.000837258,0.000104088,0.000110657,2.65123E-05,0.000244144,0.003294472,0.000135599,0.000417548,4.03218E-05,5.63525E-05,0.000112238,6.98056E-05
2019-09-05,0.001140811,9.7261E-05,0.000108309,1.59857E-05,0.000297225,0.003114989,0.00013446,0.000381469,3.33036E-05,9.52558E-05,9.70309E-05,4.73549E-05
2019-09-12,0.000997091,0.000102548,0.000118788,1.76432E-05,0.000262463,0.003869979,0.000143356,0.000500533,3.52514E-05,8.48569E-05,9.46154E-05,5.91624E-05
2019-09-19,0.001107103,0.000117549,0.000133843,2.64239E-05,0.000269497,0.003396403,0.00012317,0.000440002,3.59561E-05,8.16503E-05,0.000114912,5.55776E-05
2019-09-26,0.000887442,0.000129233,0.00012092,2.50365E-05,0.00023472,0.005698998,0.000136339,0.000455911,5.68938E-05,7.47369E-05,0.000110776,7.55426E-05
2019-10-03,0.000928474,0.000127208,0.000147379,1.81401E-05,0.00022748,0.003583226,0.000116927,0.000492016,4.30661E-05,7.67475E-05,9.68872E-05,6.77455E-05
2019-10-10,0.000816966,7.42989E-05,0.000107819,2.81368E-05,0.000309145,0.003742779,9.74573E-05,0.000345204,3.50247E-05,7.03874E-05,7.25345E-05,5.35867E-05
2019-10-17,0.000690432,5.26864E-05,9.63801E-05,3.57436E-05,0.000252026,0.004259743,0.000120471,0.000416989,2.66164E-05,4.29294E-05,9.17949E-05,4.56991E-05
2019-10-24,0.000822503,5.83777E-05,0.000107735,2.25152E-05,0.000217471,0.003427086,0.000128678,0.00036159,2.28293E-05,7.6349E-05,8.50177E-05,4.67864E-05
2019-10-31,0.000843609,9.55357E-05,0.000101367,3.75056E-05,0.000278162,0.003480376,8.97112E-05,0.000365674,3.29692E-05,7.64344E-05,8.46793E-05,4.38438E-05
2019-11-07,0.001028053,9.86087E-05,9.77855E-05,2.37803E-05,0.000300582,0.00372526,0.000107246,0.000446713,3.37081E-05,6.97515E-05,9.27325E-05,5.76275E-05
2019-11-14,0.001055328,0.00010796,0.000133821,2.27169E-05,0.000331553,0.003245024,0.0001606,0.000496092,4.28453E-05,9.13336E-05,0.00011428,9.23486E-05
2019-11-21,0.00099305,7.06839E-05,9.2399E-05,2.98805E-05,0.000302464,0.005476003,0.000102714,0.00043238,2.54706E-05,6.42821E-05,9.09577E-05,4.97605E-05
2019-11-28,0.000790498,9.28614E-05,0.000117858,2.77262E-05,0.000254521,0.006148929,0.00011228,0.000381299,3.62842E-05,7.18408E-05,8.87021E-05,4.54796E-05
