Emotion,2019-06-06,2019-06-13,2019-06-20,2019-06-27,2019-07-04,2019-07-11,2019-07-18,2019-07-25,2019-08-01,2019-08-08,2019-08-15,2019-08-22,2019-08-29,2019-09-05,2019-09-12,2019-09-19,2019-09-26,2019-10-03,2019-10-10,2019-10-17,2019-10-24,2019-10-31,2019-11-07,2019-11-14,2019-11-21,2019-11-28,2019-12-05,2019-12-12,2019-12-19,2019-12-26,2020-01-02,2020-01-09,2020-01-16,2020-01-23,2020-01-30,2020-02-06,2020-02-13,2020-02-20,2020-02-27,2020-03-05,2020-03-12,2020-03-19,2020-03-26,2020-04-02,2020-04-09,2020-04-16,2020-04-23,2020-04-30,2020-05-07,2020-05-14,2020-05-21,2020-05-28,2020-06-04,2020-06-11,2020-06-18,2020-06-25,2020-07-02,2020-07-09,2020-07-16,2020-07-23,2020-07-30,2020-08-06,2020-08-13,2020-08-20,2020-08-27,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-01,2020-10-08,2020-10-15,2020-10-22,2020-10-29,2020-11-05,2020-11-12,2020-11-19,2020-11-26,2020-12-03,2020-12-10,2020-12-17,2020-12-24,2020-12-31,2021-01-07,2021-01-14,2021-01-21,2021-01-28,2021-02-04,2021-02-11,2021-02-18,2021-02-25,2021-03-04,2021-03-11,2021-03-18,2021-03-25,2021-04-01,2021-04-08,2021-04-15,2021-04-22,2021-04-29,2021-05-06,2021-05-13,2021-05-20,2021-05-27,2021-06-03,2021-06-10,2021-06-17,2021-06-24,2021-07-01,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-05,2021-08-12,2021-08-19,2021-08-26,2021-09-02,2021-09-09,2021-09-16,2021-09-23,2021-09-30,2021-10-07,2021-10-14,2021-10-21,2021-10-28,2021-11-04,2021-11-11,2021-11-18,2021-11-25,2021-12-02,2021-12-09,2021-12-16,2021-12-23,2021-12-30,2022-01-06,2022-01-13,2022-01-20,2022-01-27,2022-02-03,2022-02-10,2022-02-17,2022-02-24,2022-03-03,2022-03-10,2022-03-17,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-19,2022-05-26,2022-06-02,2022-06-09,2022-06-16,2022-06-23,2022-06-30,2022-07-07,2022-07-14,2022-07-21,2022-07-28,2022-08-04,2022-08-11,2022-08-18,2022-08-25,2022-09-01,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-06,2022-10-13,2022-10-20,2022-10-27,2022-11-03,2022-11-10,2022-11-17,2022-11-24,2022-12-01,2022-12-08,2022-12-15,2022-12-22,2022-12-29,2023-01-05,2023-01-12,2023-01-19,2023-01-26,2023-02-02,2023-02-09,2023-02-16,2023-02-23,2023-03-02,2023-03-09,2023-03-16
Apathetic,2.8621389295343153e-05,4.3579242022436425e-05,4.776403329742607e-05,4.126439065051576e-05,4.087928270261424e-05,6.863012458776826e-05,3.853529112044877e-05,3.0289512627253618e-05,3.927109749686982e-05,3.3685802009131294e-05,3.545589394586083e-05,3.513389310683124e-05,4.940069872342671e-05,3.601121837467266e-05,4.621408152161166e-05,4.607458868122194e-05,3.937603378290078e-05,3.569896337770236e-05,3.4867622465147484e-05,4.497299111487033e-05,4.442425233719405e-05,4.199002493502727e-05,3.7068615408012796e-05,4.29432232825396e-05,4.949144567945041e-05,3.130498589598574e-05,5.307383859568896e-05,4.2730874459569655e-05,4.991032195296915e-05,4.9988424507318996e-05,4.6250204529011775e-05,0.00019788402755691438,0.00020128506442535727,0.00015795205206359087,0.00022193199879437262,0.00026224529286383803,0.00013459728935079276,0.00018218772637130013,0.00018580657570055174,0.0002570008332440806,0.00013067038056152974,0.00015787393688997974,0.00013172475973987784,0.00014700651816686356,0.00031057978067865996,0.00016649331973894534,0.0002333559677935918,0.0001770190726612436,0.00018496066396284276,0.00023666364362875532,0.0002473429647882973,0.00018217246721025324,0.0001752602397573043,0.00025411995606341314,0.0002134552878487599,0.00017156986079194618,0.0001294738669912449,0.00020415246744200368,0.0001671538511042437,0.0001789773148933066,2.0834012730119866e-05,0.00035922101517371066,0.0002205911650889764,0.00021086998670698763,0.00015488322075420485,0.0002194108458297433,0.00019032046323748148,0.00020283856671689682,0.0002307779970275551,0.00018011953231203894,9.871996015437966e-05,0.00023541911995530006,0.00019276805763484225,0.0001812666473218101,0.00012897176695026295,0.00030411146561464176,0.0002737459643260971,0.00020742060875513226,0.00016076950093214324,0.00017253298479620214,0.00016491716507970855,0.0002606162059540186,0.00017475268812931752,0.0001537213716649713,0.00018840307211574848,0.00021390658567572575,0.0001860582638452476,0.00017492353731539748,0.0002286642640759212,0.00016569797215498878,0.0001272010896779205,0.000178678853027724,0.00021158208532292316,0.00016531850716697063,0.00020678077320705141,0.00017118706231634574,0.0002700685468728859,0.00019062572497811393,0.00023883989304824565,0.00020900584972120267,0.00013914601474121092,0.00016508848117759815,0.00013332586392301969,0.0001836025182910653,0.0001108304410687754,0.00019949317553858415,0.0001796221864272574,0.00012282634531856525,0.00014872906971653298,0.00014997648626525982,0.00024119956390220381,0.00017712660057137342,1.702419581306458e-05,0.00012723979784822547,0.00016002415312261963,0.00022512164503040797,0.00012624000366182473,0.0001448752045310489,0.00012959745545986238,0.00017763189809253676,0.00014703716844147407,0.00022914297604375363,0.00012727989042104457,0.00015124186340167344,0.00021891399039000107,0.00017804071884103682,0.00017123362920298783,0.0001870562458255378,0.00014404744816449216,0.00013717468990154285,0.00017975688342628505,9.44226032970577e-05,0.00026497649059818197,0.00019921267570072374,0.00015437529134484454,0.00010508309878786359,0.00013595764683787927,0.0002502626590512315,0.00015768796989353292,0.00013569058448106047,0.00022453119045923195,0.0002746559583025829,0.00019322697138096854,0.00027790706925162747,0.00026572475769625427,0.00019826153137121702,0.000134555291045514,0.00022513656563203464,0.00024960117290598186,0.00022611991623001793,0.00027603088854751413,0.00015328196870238202,0.00025960215695400426,0.00023389892495135917,0.00014839948558647477,0.0001605766897227867,0.00012398559609511,0.00015334344107029803,0.0002218041337679589,0.00020283621366462567,0.00012850959099825892,0.00017417123626725967,0.00011704124854832316,0.00013776476612292033,2.5934007832499144e-05,0.00016861740232340953,0.00011482002560113245,0.00014104149242179776,0.00021266364759258037,0.00015284129809361717,0.00016111557723279575,0.0001198551472043304,0.00015768107626475244,0.00015558373229394504,0.0003186637236088548,0.00022601105115426933,0.0001993397479509281,0.0001789836853352462,0.00017168139182406088,0.00013989976908608388,0.00017442896671579817,0.00024542589198972076,0.0001823344670507438,0.00017648070816751542,0.0001761053795234952,0.00018654392670213938,0.0001750055275806213,4.904954160641258e-05,0.00014813418685359094,0.00017398314613122152,0.00011753891059621413,0.00020907452217971964,0.0001771603372920512,0.00019360819025372766,0.00025361384246024504,0.00018906981836150187,9.730169085739119e-05,0.00019114456142687696
Bored,1.172271119990557e-06,1.4810997247168463e-06,1.5354494359668773e-06,1.0111617750145168e-06,1.1728842424322632e-06,1.5800113896495087e-06,1.3699316400532051e-06,1.4651703380922736e-06,2.691593907607389e-06,1.719563531713912e-06,1.131426483428714e-06,1.47809450194251e-06,1.2321219701183492e-06,2.3701186124824858e-06,1.7635130267941908e-06,1.860241696201766e-06,1.8455202033991942e-06,1.7236784846108577e-06,1.26736181020141e-06,8.700025893038087e-07,1.766453280168297e-06,1.4778956752466617e-06,1.7725401469196695e-06,1.6807354908573065e-06,1.3101034241532379e-06,1.153265696533327e-06,2.3424858152469126e-06,1.2544990780997505e-06,1.8280190406949615e-06,2.568744506289041e-06,1.8717728626308865e-06,2.7913205017752557e-07,3.0949941517051843e-07,2.04447307694533e-07,4.812160106689353e-07,1.9391581485006526e-07,2.7186081426785097e-07,3.3854056495178736e-07,5.498561021314666e-07,2.922766341543574e-07,2.5364498416428444e-07,2.3652756838317876e-07,9.64625156233782e-07,6.672345912820771e-07,4.168130314230467e-07,4.1095502249325716e-07,2.8057693405673473e-07,1.4259470682009834e-07,6.412798498149167e-07,5.073003065033296e-07,3.171229485676718e-07,6.172078158561688e-07,3.862461229742209e-07,4.133379048661585e-07,3.4269881891516957e-07,2.876083667520864e-07,2.743296716456456e-07,3.5184741683143744e-07,6.325184004711086e-07,4.419652922157032e-07,2.8728429088964447e-06,6.502667910061414e-07,1.898976029387119e-06,8.335899810418823e-07,5.932658134755187e-07,4.916690761932093e-07,6.32424695371873e-07,8.978266681965626e-07,5.018646231184457e-07,3.6940415950222533e-07,4.3124374232705875e-07,3.7893867166349793e-07,2.665450114328986e-07,1.0674298982123651e-06,2.3267142797619064e-07,4.7403745210653864e-07,1.227817119605253e-06,1.075746448401619e-06,3.518087798859426e-07,5.1435613631264e-07,4.6548978858510875e-07,3.32102365348715e-07,9.296136628626309e-07,7.050088636587996e-07,4.517663510320939e-07,5.255881230237236e-07,4.253528539758615e-07,8.37442416338578e-07,3.416103850536108e-07,7.034042055857151e-07,3.753948862132243e-07,8.445298997905581e-07,4.360138187905112e-07,1.0898875968390342e-06,6.60841991018124e-07,5.498376368281063e-07,5.339644602401586e-07,3.100671056577298e-07,8.170405841889661e-07,4.596341891723495e-07,3.182744108635542e-07,8.375692595781934e-07,3.8135137207332786e-07,6.085463339170852e-07,2.84486065223651e-07,5.240309472650159e-07,4.589916884160476e-07,5.175858496242469e-07,7.586688369383884e-07,7.797336002794233e-07,3.8755383191535486e-07,3.141087095611302e-07,3.455585780335705e-06,1.1775310411928548e-07,6.743968107477311e-07,3.1086379910968037e-07,9.763360324654968e-07,4.260666728132338e-07,6.439053716518947e-07,5.056662447285495e-07,1.3248186409020593e-07,5.996616863068738e-07,9.893433199348323e-07,5.636345386713278e-07,4.993912209131738e-07,8.692798043608008e-07,6.986056618011697e-07,2.0023933966495377e-07,2.5228539722125615e-07,2.0157429640269933e-07,4.550453912196181e-07,5.060619723088836e-07,8.698118664958918e-07,5.144101148009857e-07,4.310126745140271e-07,1.2535604082912026e-06,5.984000115422105e-07,7.045022915412128e-07,9.74882321388056e-07,2.494626888764155e-07,9.214617427977246e-07,3.5348233070238894e-07,7.540561385669756e-07,3.653961135700416e-07,1.98837434406407e-07,8.431317242892552e-07,3.7563775734383853e-07,1.1002003967123624e-06,1.1756164470799746e-06,8.274778006504374e-07,5.812078520128772e-07,4.3769438995422405e-07,5.593049621221979e-07,2.707295856015553e-07,5.12585639933505e-07,4.1800786184283584e-07,3.6993053057858094e-07,5.127201800162832e-07,7.650314972629246e-07,5.063628474299974e-07,5.123946464902218e-07,4.1146806362135635e-07,9.331155152262719e-07,3.641134297405202e-07,3.389382898862555e-06,1.292619508023544e-06,7.187969248330835e-07,3.329310046540357e-07,2.531445173111398e-07,4.711212785446505e-07,6.289968243293014e-07,5.220850713971714e-07,9.67160609266493e-07,2.858832365652357e-07,7.663251928950269e-07,4.391101898944723e-07,3.258244541208081e-07,5.04921163102523e-07,1.0106342774133619e-06,1.9487734463178677e-07,7.922050479688044e-07,2.8506182832751154e-07,4.525024501951987e-07,4.826404280677821e-07,1.4306718399600034e-06,2.45352327029232e-07,2.9934415946009096e-07,1.7819711137789795e-06,2.1589386115887047e-07,1.958835256961796e-07,2.718030727155707e-07,2.2589124017609782e-07,4.788450716312436e-07,4.2967831459517214e-07,4.7350972744627146e-07,5.495472218397524e-07,4.43942834974879e-07,5.301756445345399e-07
Content,8.29490076625916e-07,1.0336431894112745e-06,9.290227633111195e-07,8.896666846188358e-07,8.808691731587716e-07,8.846143929967334e-07,1.0671190698493167e-06,1.0704147328510771e-06,9.033828121118859e-07,1.360691129548286e-06,6.696783287907238e-07,9.852545446165095e-07,9.988496927348935e-07,1.0611861516925576e-06,8.014714983535972e-07,8.842096548278277e-07,1.4515009946573325e-06,1.355712820820069e-06,9.416069891206765e-07,6.377456240140115e-07,9.69446565098527e-07,9.374210693617139e-07,9.34705473317384e-07,1.0591906421571669e-06,6.827725857287229e-07,7.392056981340526e-07,7.605898773022091e-07,8.058296785407039e-07,8.687871471124708e-07,1.5517987795495476e-06,7.358866653817131e-07,1.7046842396932031e-06,2.5675674167520888e-06,1.471029135391433e-06,1.920053186665882e-06,1.5639699449584061e-06,2.0239331274633323e-06,1.5965383968937392e-06,1.1203968384165819e-06,1.8304470081886848e-06,1.9259520082452277e-06,1.3268466153940988e-06,2.1447778631629908e-06,1.8426407584944589e-06,1.7725199660626838e-06,2.231235270618489e-06,1.3832190237650366e-06,1.4398175055182116e-06,1.454232402646009e-06,2.297187637149515e-06,1.7941738059690238e-06,1.1718003551190273e-06,1.7403912397166248e-06,1.4148884748266255e-06,1.399929797566794e-06,1.96609960253132e-06,1.7239925790650072e-06,1.6021699294673415e-06,1.4781788214198361e-06,1.433039146310951e-06,2.2863192796762632e-06,2.6681275464568444e-06,2.5350250133134486e-06,3.6186289239144754e-06,3.136779117933013e-06,2.2585640590359426e-06,1.80669894008408e-06,3.339173589781789e-06,4.164483163648924e-06,1.7801876452949728e-06,1.8437227481034786e-06,2.7057704965471885e-06,1.8250971240973968e-06,4.272272150866266e-06,3.190295208010951e-06,2.2432502844912014e-06,2.362483587129797e-06,1.585592435423185e-06,3.494384748078024e-06,3.5661501132840576e-06,4.716035158836007e-06,2.474047932743417e-06,4.011003688593935e-06,4.139486778835059e-06,2.9475367675502184e-06,3.472728593874782e-06,2.34196785934652e-06,5.724115840285056e-06,2.4265835314452033e-06,2.3049054137895078e-06,1.8357467344761365e-06,2.266496418990016e-06,2.514732020249729e-06,1.9694022951692127e-06,2.0968918678458217e-06,1.8614768285315126e-06,2.810410136315037e-06,1.8486406799430217e-06,2.1013922998728654e-06,2.4442072884175068e-06,2.212136926675138e-06,2.3828669023136704e-06,1.3989918340821343e-06,3.1511873359590936e-06,2.4641538750221534e-06,2.824611659235643e-06,1.9023630854301625e-06,3.1373216433649986e-06,3.975385591085494e-06,2.8131445869069203e-06,2.1889499498920864e-06,2.1801446236461666e-06,2.3310309771318316e-06,8.777310031386302e-07,3.3402327298167242e-06,2.5009431287396446e-06,2.7365783115129716e-06,1.8037291497445078e-06,2.633150675871813e-06,3.5798696499019424e-06,3.952727889592704e-06,2.5320620622437673e-06,2.1410733677858693e-06,1.9760835874294003e-06,3.7463945208315863e-06,2.1892176415387135e-06,1.950454605825769e-06,3.408107478009015e-06,2.6342697368638332e-06,2.4716668257281547e-06,1.8045874912904953e-06,3.924577150075473e-06,2.047836301125964e-06,3.0448133750600927e-06,2.639408125837406e-06,4.764801587360997e-06,2.65981248285622e-06,3.5652809368495286e-06,2.315573967829702e-06,2.7502444620945235e-06,2.8634204423857077e-06,2.929483066201518e-06,2.6886999974588357e-06,3.140356126844305e-06,5.285637350027628e-06,2.5597034033116492e-06,2.942665827158445e-06,3.0737811694455295e-06,1.5795237852482085e-06,3.5656257892924255e-06,2.585114389515771e-06,3.361833263918849e-06,3.373988264480469e-06,3.0427809184866792e-06,3.6435783474786376e-06,3.111068127263177e-06,3.419410128084147e-06,3.0031463674381107e-06,1.96389529794061e-06,3.749239644671812e-06,2.7469594847673307e-06,2.4678767231260204e-06,3.667840555425054e-06,2.5293586081905537e-06,2.132399998799883e-06,3.4205109547732117e-06,2.9706435569210043e-06,4.644304851216438e-06,2.737141809205923e-06,4.3996203456705034e-06,3.1793026842308336e-06,2.222634603773107e-06,2.361521466672419e-06,2.144160682486055e-06,3.166491498044858e-06,2.874444621288793e-06,3.156290008021756e-06,3.1756289374425717e-06,4.1349803255504485e-06,2.215588076559527e-06,3.8046402360455054e-06,3.321565935484235e-06,1.8055367109563274e-06,2.5122148628042847e-06,3.009587269175995e-06,2.4529943901304327e-06,1.7787014539768127e-06,9.459317027449288e-07,4.695220805039924e-06,3.3999840930813243e-06,5.0595894703538615e-06,1.7558136124288615e-06,4.7626885208984496e-06,2.915034180261955e-06,3.6999205086374327e-06,4.4845484025538935e-06,2.588609450349111e-06,2.5203734859147175e-06
Energetic,3.814423479298057e-07,5.602794459491633e-07,6.298602386323182e-07,6.277933171835078e-07,5.99363763361301e-07,7.776418631995815e-07,5.43617971970889e-07,4.684123856198615e-07,5.050783850416943e-07,4.7119798788723227e-07,6.063644425087963e-07,5.435231760960354e-07,6.72053459993549e-07,3.991692807403524e-07,3.7831951260614005e-07,4.942968701016071e-07,7.45177989832276e-07,6.358334208774371e-07,4.805874169733215e-07,3.9440783439204097e-07,5.589260704634095e-07,4.88178528712524e-07,4.669104545958665e-07,5.348158632993242e-07,4.039057633538808e-07,7.658395873022528e-07,5.599554526725115e-07,3.653037244551645e-07,5.137926516833128e-07,7.451494070664921e-07,4.569630552471911e-07,5.620192962870382e-07,6.344979060675845e-07,3.7472060239925514e-07,4.08062033348718e-07,4.1107867095509703e-07,3.342543533809324e-07,3.286188968350719e-07,3.9297206437064846e-07,4.061944759807072e-07,4.2748082880924204e-07,3.7925030997125003e-07,3.7039506720996473e-07,4.392722810682888e-07,5.4445581435895e-07,5.715029966305943e-07,2.0433667321147672e-07,4.7292680112794483e-07,2.9981170020694964e-07,5.836969094730193e-07,6.31084989895688e-07,6.86255410424034e-07,2.78410191493587e-07,2.567014381800921e-07,3.127242855782697e-07,7.374791361295744e-07,3.4093927029725063e-07,3.8213050856938935e-07,4.925623050174485e-07,4.139039759820662e-07,1.483077639363728e-06,3.247626381153168e-07,4.960699685104449e-07,8.336889827376127e-07,5.353663420729997e-07,5.628370042624434e-07,4.626165222750463e-07,8.73390505991741e-07,9.239986340503492e-07,4.5371540006537247e-07,7.514430902707166e-07,5.564516930197291e-07,5.129047260984029e-07,1.121027390619626e-06,9.525177849430597e-07,4.1265276233085996e-07,7.433846391791121e-07,5.128830160572305e-07,6.032251652262252e-07,3.7035071069150643e-07,7.05498158559692e-07,4.1582687041833805e-07,5.781344375085004e-07,9.289904880915857e-07,4.3627738695780255e-07,5.06896602322134e-07,3.419694986443271e-07,6.47529444582536e-07,5.750932530190765e-07,4.3004944908868014e-07,5.517806762611599e-07,6.89711447658207e-07,4.388195205725272e-07,4.2909418596082105e-07,4.505263646592539e-07,3.4435175303807836e-07,3.9369509785558426e-07,5.588200716980888e-07,4.160784333369823e-07,4.92651282731534e-07,4.1789109180475254e-07,4.7583323355600754e-07,7.695594514226892e-07,8.182101917479182e-07,5.837814984014736e-07,7.200811976323015e-07,5.233756314263852e-07,5.96816003432347e-07,4.6733398306741947e-07,3.002821671316269e-07,8.53329730432506e-07,3.3002887652363217e-07,1.2412180273220959e-06,2.0134690951560216e-07,6.119276605431878e-07,7.06212081998577e-07,7.628404622058346e-07,4.948511159360199e-07,4.95090238435599e-07,4.686823800170714e-07,6.721560007842225e-07,5.070903791685547e-07,5.167845576655358e-07,4.441558735616506e-07,4.1308196093344424e-07,6.829820028049957e-07,5.902623006666848e-07,7.335304369841348e-07,5.628491249372776e-07,6.334473141578202e-07,7.569372873679944e-07,7.902506761562714e-07,5.722287165591903e-07,4.163653078611181e-07,4.74421209872844e-07,4.452824609775992e-07,4.75907202239038e-07,6.735873085972344e-07,6.574334333227703e-07,6.358471343522373e-07,6.36706580792179e-07,6.995367485274073e-07,5.966345852925769e-07,6.551466948205112e-07,8.503380068229188e-07,5.716839316013041e-07,4.4349983123008e-07,5.770317841324868e-07,3.816832763921714e-07,7.117197166432258e-07,5.302810800837202e-07,9.66326575498518e-07,1.055774809799459e-06,5.560788404560905e-07,9.439760191298774e-07,6.406059670875189e-07,6.542804188806409e-07,3.825143863878111e-07,3.8904251435193754e-07,6.624644761643594e-07,7.995194100847888e-07,5.471391055777984e-07,7.986087133815545e-07,7.185360987686332e-07,1.685644984187699e-06,6.624327871425825e-07,5.004772217394778e-07,5.740347835588485e-07,4.160397608643507e-07,6.436618728381897e-07,5.387404785987352e-07,3.674055880272438e-07,5.516670427141435e-07,2.8702104278484814e-07,6.349000910195931e-07,4.959755213936509e-07,7.986005125341461e-07,8.657714107111284e-07,7.221748946998713e-07,4.808314398493015e-07,5.034674330772759e-07,3.9126894317102285e-07,5.80697199363082e-07,5.263799126945893e-07,5.532262505880681e-07,7.790011882965094e-07,3.6558746311735984e-07,4.561352398013696e-07,1.6822130319837925e-06,1.0032611470478514e-06,1.029078591822478e-06,5.788893749543907e-07,1.0703517456060279e-06,3.809666395682143e-07,9.361493991851452e-07,4.5649719500791736e-07,2.4599819544353824e-07,7.937452792816658e-07
Frustrated,6.504348751453411e-07,9.030361998914791e-07,8.250351584138116e-07,8.036997106349494e-07,9.302526867334868e-07,7.994131389447525e-07,7.118437679309864e-07,8.157430405238605e-07,1.2925070886164274e-06,1.034668173360842e-06,7.358935931733869e-07,7.086413423470125e-07,7.765238857852333e-07,8.077248404939988e-07,1.0361494370651296e-06,1.029349571505615e-06,1.0219071953088135e-06,8.78394729397769e-07,6.613235636147389e-07,6.734836972555058e-07,9.489080999477059e-07,9.137762522944589e-07,7.661729834277745e-07,1.3720913235223027e-06,6.967320587136783e-07,6.494533787796778e-07,1.6027446463340311e-06,8.957067431462443e-07,8.84360796741627e-07,9.114387372240648e-07,7.280601910982417e-07,7.851711577207728e-08,2.1764449324261173e-07,7.903272821370895e-08,8.731688438956553e-08,3.6795040614379104e-07,7.183428015385593e-08,1.965769129697037e-07,2.178624617007093e-07,1.1677597555603826e-07,3.530288192147661e-07,2.1139924418397035e-07,1.7434464893995028e-07,2.2799468268885903e-07,1.6448826064182265e-07,9.887911881871031e-08,3.3087183245091484e-07,4.081849998745687e-08,1.4555494942669614e-07,2.214885412854528e-07,4.261761906339719e-08,1.6367040700515645e-07,5.222132699600479e-07,4.38517597937486e-07,9.931026738740911e-07,1.4499399725309559e-07,7.059860370380495e-08,5.673910645024687e-08,2.010815774629767e-07,9.607297594508662e-08,1.7313775799721043e-06,1.7684566699927018e-07,3.597438530770584e-07,3.778707598674676e-07,5.047811271197133e-07,5.672497138675681e-07,7.482790209678569e-08,5.907489774396405e-07,3.0678161995941383e-07,8.531406715898507e-07,1.7342596928907975e-07,1.231103018047482e-06,3.3988932083654316e-07,6.287050903589867e-07,1.953415610008354e-07,3.44646570245762e-07,5.808903959329351e-07,6.132944463388412e-07,5.824767868034542e-07,4.905084409756455e-07,2.8901717759784634e-07,4.113872336120039e-07,7.855304318127311e-08,6.385806846272621e-08,5.857774946586384e-07,2.509249921918884e-07,4.5066496075681545e-07,3.516747781873164e-07,2.65564987482018e-07,3.213742113909272e-07,3.306933346417888e-07,1.5749925097452433e-07,2.8920509246669707e-07,1.9461955010532014e-07,3.17944213179544e-07,5.859922585689977e-07,6.842048302739082e-07,6.98320510158131e-07,5.299705492234352e-07,1.2367500445975566e-07,2.0267854831483115e-07,1.621055384741036e-07,7.85082183559401e-07,6.611099839422726e-07,9.360656960666348e-08,4.126583993032303e-07,2.9596046620857425e-07,1.756211081745581e-07,5.910574382520888e-07,2.257568472903889e-07,6.082741019023766e-07,9.760751140674984e-08,1.5422112179900675e-06,5.035295676710424e-08,2.1252383793542626e-07,5.916748098873844e-07,7.992237650948181e-07,2.2118475821268172e-07,3.4481634259009297e-07,2.404704642818463e-07,4.4980220081924926e-07,1.144977043547139e-06,1.5284264165416064e-07,7.937612214921804e-07,7.656883542021357e-08,1.448299992527306e-07,6.544292621886901e-07,2.2125805780130273e-07,2.8756574958303344e-07,3.048179640548672e-07,3.6068661302124383e-07,3.878286148524997e-07,1.1509864445239752e-06,3.8671063388543797e-07,1.5429561746789963e-07,1.9184816058744523e-06,2.7504325335788354e-07,3.743338226058768e-07,7.512243769269844e-07,1.2742727465801332e-07,4.6382563804551563e-07,1.0918639266795556e-06,6.828687778200524e-07,4.6427483368915995e-07,4.837836418876881e-07,3.8476509445217744e-07,2.1109330224552045e-07,4.4152687195264667e-07,2.4268871475404313e-07,5.340462886730771e-07,3.3307947452006675e-07,8.998172897160354e-07,6.473411815477448e-07,1.0156249648692512e-06,2.7124381792494506e-07,5.14115114924607e-07,2.621742775469708e-07,1.4711336859818405e-07,1.5399597093808856e-07,2.1679958569128152e-07,6.174733329089577e-07,1.5341117295027593e-07,2.175697903320876e-07,4.4269138281075965e-07,1.5212085979025385e-06,1.5785795900076968e-07,4.5224937868700477e-07,1.8991322766244897e-07,2.0388753559548908e-07,4.118169793324948e-07,5.080676146462793e-07,1.8477088066977862e-07,1.6945471870144504e-07,1.6378611948179397e-07,2.14087181168073e-07,2.129019473310715e-07,4.0585162726832397e-07,7.105288185963824e-07,3.6146474021355363e-07,1.7911397283872554e-07,3.4573397300619035e-07,3.628219976311205e-07,3.30092710498775e-07,8.771273674786547e-07,3.975353190336743e-07,3.202894329016696e-07,9.448470071523237e-07,1.1084340106511565e-06,3.101163107051737e-07,3.0280444226112496e-07,1.6969216905711923e-07,8.004651211498034e-07,4.198619620865429e-07,4.300183060005717e-07,5.797087230992777e-07,8.327315110060832e-07,6.214757443482691e-07,1.1368213274446742e-07
